Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Adi1,16.437097539079733,-1.2882692640582092,0.41061305419978616,-3.957530252509178,7.572869883756117e-05,0.0016713393381837657
Pitpnc1,24.470317462121468,-1.28310537377794,0.2964613540771427,-4.944296051172306,7.64194968843183e-07,4.214776215547717e-05
Asph,64.98920773396561,-1.270010902576418,0.2238425066769968,-6.193844074777512,5.871431288038653e-10,1.3480102858226438e-07
Atp5j,64.88868247961953,-1.2543680032699416,0.3802380267397975,-4.162327131854007,3.15020609800416e-05,0.0008675004192639682
Sesn3,26.266948349903867,-1.2303233293177318,0.4780797392104888,-3.59512520732149,0.00032423560162197086,0.004726119888404061
Chn1,42.83860465441292,-1.227355045394463,0.4665242543367079,-3.7190879695696895,0.00019994341383974132,0.00337204842844875
Lsamp,24.73784576229525,-1.219087067714006,0.41777130479861274,-3.871854087846773,0.00010801060684940777,0.0022079421993956684
Pcdh9,46.79470836955588,-1.2156229907066134,0.23774785470263113,-5.6250280354834326,1.8547784883170932e-08,2.0645370737231353e-06
Pon2,91.7710552592843,-1.2092956486465958,0.35462952207401865,-4.24656864812101,2.1706929268822484e-05,0.0006611433879787624
Pebp1,76.01552575975005,-1.2067705298991156,0.2497026848463397,-5.412060784457111,6.230353117779263e-08,5.224961888636254e-06
Pgm1,14.164698275041193,-1.1524065120290679,0.4058841638327982,-3.6701672509565704,0.00024239181826416585,0.0038846144277833077
Ldhb,317.16195440494664,-1.1451521562680163,0.2181384750314683,-5.825620194892045,5.690088926638665e-09,8.931980617662029e-07
Ndufs3,26.15387241621963,-1.1115465812423144,0.37657454376103533,-3.832448269780967,0.00012687428368353767,0.0024121874680453964
Wasf3,26.551868513577993,-1.1082186856953125,0.5079917743508162,-3.4255970598920986,0.0006134497086219655,0.007856776393689693
Ung,6.535020301083027,-1.1033022805780008,0.592742539670691,-3.0060201572827507,0.0026469145054842397,0.022820155764699014
Ednrb,91.61406107488438,-1.1007959881408242,0.45149596584131396,-3.5620651187266312,0.0003679490852890842,0.005214315509582809
Fgf1,24.621279313737865,-1.090252262903223,0.6529345630382287,-3.177789005909785,0.001484027045269165,0.01519266483467864
Hsd17b4,36.842626514396414,-1.0838393321532918,0.230716326616218,-5.233751755284783,1.6610350391785495e-07,1.1601563951446493e-05
Gabarapl2,69.90706159892073,-1.0588686174869497,0.3377883516932946,-4.00859332219947,6.108150055663066e-05,0.0014382344092603572
Arhgap5,36.367099976146044,-1.046169780017815,0.49525335326419184,-3.375726357182463,0.0007362110321579349,0.00892491869083342
Eif4ebp2,25.57051271200851,-1.0421167523824133,0.375775012755739,-3.7647997594952067,0.00016668260172999998,0.002915516822260171
Dhrs7,22.499511830901774,-1.0375613563960038,0.43099476750123233,-3.495654013678169,0.0004729014517305996,0.006405094441360024
Sri,117.04132224724748,-1.0320390944044413,0.21438934425036266,-5.394901401809287,6.856119093364352e-08,5.451474252633993e-06
Htra1,148.02232460726276,-1.0296410944046888,0.3314188905628521,-4.021287361046689,5.78809432056432e-05,0.0014061394218450305
Neo1,17.895473772862832,-1.0201758527639369,0.4659014896439596,-3.3801221856510586,0.0007245361217196836,0.008804716006482718
Arhgef12,22.615399314460362,-1.000534177068374,0.2829848585598146,-4.25758836497139,2.066439906982329e-05,0.0006325372555272909
