Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,score
Pam,4.567568582507414,2.6121936386110294,0.610797524438767,4.723553879035056,2.3175852161169615e-06,9.991730065540873e-05,10.449713134643078
Vcan,12.870256638476615,2.361103093488187,0.5240170172488748,4.975567145689875,6.505687776724016e-07,3.8295981316446564e-05,10.428630636819548
Atp1a1,15.615938872756713,2.676993279213055,0.6427036398929341,4.643571003640301,3.424382319437198e-06,0.00013557063136563217,10.354166644097528
Gbp3,2.447412355727628,5.077288053535937,1.649620128864912,3.3592231095938554,0.0007816193547955434,0.009291405223414208,10.316636027184522
Iqgap1,9.811783352606101,1.8387138529048206,0.3580682466722429,5.554469970086837,2.7845537712841972e-08,2.902092078659049e-06,10.18148964656839
Slc2a3,2.5515932324332504,5.0395748364411945,1.6707315007224905,3.3409214739006856,0.0008350083612032747,0.009774227891561085,10.129129854742647
Id3,3.3174110093217215,4.175551193114675,1.3058736764891279,3.684254445533155,0.00022937302628714943,0.0037546033875131783,10.127531901152837
Zdhhc9,8.215718170795487,2.080097571199875,0.43673952061335475,5.200223650436451,1.9904886614902188e-07,1.3539746206270133e-05,10.126725124977943
Fbln5,2.1037352081442044,4.910959041059057,1.5774887729387703,3.3830592645429785,0.0007168316163221355,0.00875936757509803,10.104432044181356
Glrx,10.733296336542253,2.9093594556185853,0.742365966920396,4.413336280266908,1.017897003610544e-05,0.0003481321483856844,10.061309414713755
Rdh10,4.15340440441875,2.3313307564991232,0.5256435941094604,4.8844310939027435,1.0372790861472037e-06,5.250912992299155e-05,9.97754818987625
