Gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
TF,14130.040864144466,-3.9698415578280892,0.6887708479572636,-7.388657918645006,1.4831820015266421e-13,1.1980436635267267e-11
KCNH8,62.792323199249935,-6.026484861959157,1.1659638387309625,-7.3810841272163605,1.570057547481493e-13,1.2624266371507584e-11
S100A10,2466.565779103137,2.1807128193290213,0.3204510296074895,7.378235244110796,1.6040137462058776e-13,1.2838671844063318e-11
TMC6,1009.51216477546,-2.4506383196116452,0.36780987027761375,-7.352227379348992,1.9493083193880568e-13,1.553184171769425e-11
SLC7A14,111.65027783681856,-3.477483749795333,0.5558217182702772,-7.343181596040286,2.0857522284227332e-13,1.6544149094727886e-11
EPB41L3,738.1674937794174,-3.7989016832738356,0.6480260434114089,-7.33497392557451,2.2176465727817492e-13,1.743327611612224e-11
FLNA,6129.214639642326,2.4238386505632787,0.3792602966402409,7.323570757426836,2.414581855875101e-13,1.889705417782429e-11
BEST1,557.3003381613773,-2.324887006219377,0.36843362342508906,-7.310272911096203,2.6660035152129773e-13,2.0680905682548598e-11
NIPAL3,1372.7568451045133,-2.412177616477799,0.3988745250095428,-7.292935674414433,3.032729126710035e-13,2.342251192641974e-11
FRMD4B,326.0710776195273,-3.2143251857505915,0.5005547606780524,-7.280191907690025,3.3334563642418077e-13,2.552123179040608e-11
REPS2,94.58597168135961,-3.030935058265804,0.4774657141798628,-7.241517299916236,4.4369255404965036e-13,3.353211237879954e-11
SEPP1,1466.4990237301251,-2.3939135814234818,0.3922272330825253,-7.217726914450776,5.286373916787195e-13,3.978109329089988e-11
